# in Cohort,% Dropped Out,% Graduated,% H.S. Equiv.,% Non-Grad Completers,% Permanently Excluded,% Still in School,District Code,District Name,Year
       124,4.8,95.2,0.0,0.0,0.0,0.0,4060000,Northampton-Smith Vocational Agricultural,2021
       390,0.8,97.9,0.0,0.0,0.0,1.3,7300000,Northboro-Southboro,2021
       130,10.0,84.6,1.5,0.8,0.0,3.1,2140000,Northbridge,2021
       303,0.7,98.3,0.0,0.0,0.3,0.7,8530000,Northeast Metropolitan Regional Vocational Technical,2021
       115,4.3,93.0,0.0,0.0,0.0,2.6,8510000,Northern Berkshire Regional Vocational Technical,2021
       189,3.2,95.2,0.0,0.0,0.0,1.6,2180000,Norton,2021
       168,0.6,98.2,0.0,0.0,0.0,1.2,2190000,Norwell,2021
       250,1.6,95.2,0.0,0.4,0.0,2.8,2200000,Norwood,2021
       130,0.8,99.2,0.0,0.0,0.0,0.0,8550000,Old Colony Regional Vocational Technical,2021
       192,3.1,94.8,0.0,0.0,0.0,2.1,7400000,Old Rochester,2021
       101,7.9,86.1,0.0,1.0,0.0,5.0,2260000,Oxford,2021
        83,2.4,92.8,0.0,0.0,0.0,4.8,2270000,Palmer,2021
       147,4.1,89.1,0.0,0.0,0.0,6.8,8600000,Pathfinder Regional Vocational Technical,2021
        69,4.3,76.8,0.0,0.0,0.0,18.8,35010000,Paulo Freire Social Justice Charter School (District),2021
       375,6.9,84.8,0.0,0.3,0.0,8.0,2290000,Peabody,2021
       208,0.5,94.2,0.0,0.0,0.0,5.3,2310000,Pembroke,2021
       197,2.5,95.9,0.0,0.0,0.0,1.5,7450000,Pentucket,2021
        50,34.0,6.0,0.0,0.0,0.0,60.0,35180000,Phoenix Academy Public Charter High School Lawrence (District),2021
        83,59.0,3.6,0.0,0.0,0.0,37.3,35080000,Phoenix Academy Public Charter High School Springfield (District),2021
        72,51.4,8.3,0.0,0.0,0.0,40.3,4930000,Phoenix Charter Academy (District),2021
        51,0.0,98.0,0.0,0.0,0.0,2.0,4940000,Pioneer Charter School of Science (District),2021
        51,0.0,98.0,0.0,0.0,0.0,2.0,35060000,Pioneer Charter School of Science II (PCSS-II) (District),2021
        50,0.0,100.0,0.0,0.0,0.0,0.0,7500000,Pioneer Valley,2021
        29,3.4,96.6,0.0,0.0,0.0,0.0,4970000,Pioneer Valley Chinese Immersion Charter (District),2021
        60,1.7,93.3,3.3,0.0,0.0,1.7,4790000,Pioneer Valley Performing Arts Charter Public (District),2021
       432,8.3,88.0,0.7,0.0,0.0,3.0,2360000,Pittsfield,2021
       587,2.4,95.4,0.0,0.0,0.0,2.2,2390000,Plymouth,2021
        72,1.4,94.4,0.0,0.0,0.0,4.2,4870000,Prospect Hill Academy Charter (District),2021
       166,5.4,86.1,0.0,0.0,0.0,8.4,7530000,Quabbin,2021
        97,2.1,90.7,1.0,1.0,0.0,5.2,7780000,Quaboag Regional,2021
       765,2.6,91.0,0.3,0.8,0.0,5.4,2430000,Quincy,2021
       102,4.9,90.2,0.0,0.0,0.0,4.9,7550000,Ralph C Mahar,2021
       193,10.4,76.2,0.0,3.6,0.0,9.8,2440000,Randolph,2021
       332,0.6,96.7,0.0,0.0,0.0,2.7,2460000,Reading,2021
       554,10.3,83.6,0.4,0.0,0.0,5.8,2480000,Revere,2021
        66,1.5,98.5,0.0,0.0,0.0,0.0,4830000,Rising Tide Charter Public (District),2021
       137,5.8,90.5,0.0,0.0,0.0,3.6,2510000,Rockland,2021
        69,4.3,92.8,0.0,0.0,0.0,2.9,2520000,Rockport,2021
       104,5.8,88.5,0.0,0.0,0.0,5.8,4840000,Roxbury Preparatory Charter (District),2021
        99,2.0,97.0,0.0,0.0,0.0,1.0,4410000,Sabis International Charter (District),2021
       288,12.5,78.5,0.3,1.0,0.0,7.6,2580000,Salem,2021
        59,0.0,98.3,0.0,0.0,0.0,1.7,4850000,Salem Academy Charter (District),2021
       160,3.1,95.0,0.0,0.0,0.0,1.9,2610000,Sandwich,2021
       183,5.5,85.2,0.5,1.1,0.0,7.7,2620000,Saugus,2021
       255,0.4,95.7,0.0,0.0,0.0,3.9,2640000,Scituate,2021
       157,3.2,93.0,0.6,0.0,0.0,3.2,2650000,Seekonk,2021
       275,1.5,92.0,1.1,0.4,0.0,5.1,2660000,Sharon,2021
       311,0.6,98.1,0.0,0.0,0.0,1.3,8710000,Shawsheen Valley Regional Vocational Technical,2021
       468,1.3,97.2,0.0,0.0,0.0,1.5,2710000,Shrewsbury,2021
       268,2.6,96.6,0.4,0.0,0.0,0.4,7600000,Silver Lake,2021
        49,0.0,100.0,0.0,0.0,0.0,0.0,4740000,Sizer School: A North Central Charter Essential (District),2021
       239,1.7,96.7,0.0,0.0,0.0,1.7,7630000,Somerset Berkley Regional School District,2021
       297,6.1,86.9,0.0,0.0,0.0,7.1,2740000,Somerville,2021
       146,1.4,96.6,0.0,0.0,0.0,2.1,2780000,South Hadley,2021
       186,5.4,91.4,0.0,1.1,0.0,2.2,8290000,South Middlesex Regional Vocational Technical,2021
        78,1.3,92.3,0.0,0.0,0.0,6.4,4880000,South Shore Charter Public (District),2021
       157,4.5,94.9,0.0,0.0,0.0,0.6,8730000,South Shore Regional Vocational Technical,2021
       116,30.2,55.2,0.0,3.4,0.0,11.2,2770000,Southbridge,2021
       361,0.6,98.9,0.0,0.0,0.0,0.6,8720000,Southeastern Regional Vocational Technical,2021
        51,5.9,92.2,0.0,0.0,0.0,2.0,7650000,Southern Berkshire,2021
       268,0.7,98.1,0.4,0.0,0.0,0.7,8760000,Southern Worcester County Regional Vocational Technical,2021
       104,4.8,93.3,1.0,0.0,0.0,1.0,7660000,Southwick-Tolland-Granville Regional School District,2021
        63,7.9,87.3,1.6,0.0,0.0,3.2,7670000,Spencer-E Brookfield,2021
"     1,705",8.5,84.0,0.2,0.1,0.0,7.3,2810000,Springfield,2021
       189,4.2,91.5,0.5,0.0,0.0,3.7,2840000,Stoneham,2021
       270,5.6,90.4,0.4,0.4,0.0,3.3,2850000,Stoughton,2021
       197,1.5,98.0,0.0,0.0,0.0,0.5,4890000,Sturgis Charter Public (District),2021
        84,2.4,96.4,0.0,0.0,0.0,1.2,2900000,Sutton,2021
       190,2.1,92.6,0.0,0.5,0.0,4.7,2910000,Swampscott,2021
       134,0.7,98.5,0.0,0.0,0.0,0.7,2920000,Swansea,2021
       291,1.7,96.2,0.3,0.0,0.0,1.7,7700000,Tantasqua,2021
       560,4.3,90.2,0.4,0.2,0.0,5.0,2930000,Taunton,2021
       503,35.0,47.9,4.8,0.2,0.2,11.9,39020000,TEC Connections Academy Commonwealth Virtual School District,2021
       228,1.8,93.9,0.0,0.0,0.0,4.4,2950000,Tewksbury,2021
       220,0.5,98.2,0.5,0.0,0.0,0.9,8780000,Tri-County Regional Vocational Technical,2021
       163,4.3,89.0,0.0,1.2,0.0,5.5,7730000,Triton,2021
       117,1.7,94.9,0.0,0.9,0.0,2.6,3010000,Tyngsborough,2021
       172,0.0,100.0,0.0,0.0,0.0,0.0,8790000,Upper Cape Cod Regional Vocational Technical,2021
       145,6.2,80.0,2.1,1.4,0.0,10.3,3040000,Uxbridge,2021
       520,1.9,94.4,0.2,0.0,0.0,3.5,7750000,Wachusett,2021
       256,1.6,96.1,0.0,0.4,0.0,2.0,3050000,Wakefield,2021
       283,2.1,93.6,0.4,0.0,0.0,3.9,3070000,Walpole,2021
       440,10.9,81.8,0.7,0.0,0.0,6.6,3080000,Waltham,2021
        72,11.1,73.6,0.0,0.0,0.0,15.3,3090000,Ware,2021
       105,18.1,61.9,0.0,1.0,0.0,19.0,3100000,Wareham,2021
       194,6.7,87.6,1.0,0.0,0.0,4.6,3140000,Watertown,2021
       232,0.4,98.3,0.0,0.4,0.0,0.9,3150000,Wayland,2021
       116,15.5,63.8,2.6,0.0,0.0,18.1,3160000,Webster,2021
       391,0.3,96.7,0.0,0.0,0.0,3.1,3170000,Wellesley,2021
        69,1.4,94.2,0.0,0.0,0.0,4.3,3220000,West Boylston,2021
       107,0.9,96.3,0.0,0.0,0.0,2.8,3230000,West Bridgewater,2021
       310,5.5,89.7,0.3,0.0,0.0,4.5,3320000,West Springfield,2021
       319,0.9,97.2,0.0,0.0,0.0,1.9,3210000,Westborough,2021
       434,3.0,93.3,0.2,0.5,0.0,3.0,3250000,Westfield,2021
       450,0.7,97.1,0.0,0.0,0.0,2.2,3260000,Westford,2021
       167,0.0,98.2,0.0,0.0,0.0,1.8,3300000,Weston,2021
        92,7.6,87.0,0.0,2.2,0.0,3.3,3310000,Westport,2021
       246,0.0,98.0,0.0,0.0,0.0,2.0,3350000,Westwood,2021
       460,3.5,88.9,0.2,0.2,0.0,7.2,3360000,Weymouth,2021
       295,3.4,89.8,0.0,0.3,0.0,6.4,7800000,Whitman-Hanson,2021
       270,1.1,98.5,0.4,0.0,0.0,0.0,8850000,Whittier Regional Vocational Technical,2021
       199,2.0,95.0,0.0,0.5,0.0,2.5,3420000,Wilmington,2021
        80,13.8,68.8,1.3,0.0,0.0,16.3,3430000,Winchendon,2021
       370,0.3,97.8,0.0,0.0,0.0,1.9,3440000,Winchester,2021
       155,5.2,91.0,1.3,2.6,0.0,0.0,3460000,Winthrop,2021
       327,3.7,90.5,0.0,0.0,0.0,5.8,3470000,Woburn,2021
"     1,886",5.4,88.0,0.3,0.1,0.0,6.2,3480000,Worcester,2021
"    74,226",4.6,89.8,0.3,0.3,0.0,5.1,0,State Totals,2021
        94,3.2,96.8,0.0,0.0,0.0,0.0,4450000,Abby Kelley Foster Charter Public (District),2022
       159,4.4,92.5,0.0,0.0,0.0,3.1,10000,Abington,2022
        56,1.8,98.2,0.0,0.0,0.0,0.0,4120000,Academy Of the Pacific Rim Charter Public (District),2022
       463,0.9,97.0,0.2,0.0,0.0,1.9,6000000,Acton-Boxborough,2022
       144,0.0,98.6,0.0,0.0,0.0,1.4,4300000,Advanced Math and Science Academy Charter (District),2022
       232,5.6,91.4,0.4,0.0,0.0,2.6,50000,Agawam,2022
       136,6.6,89.7,0.7,0.0,0.0,2.9,70000,Amesbury,2022
       224,3.6,94.2,0.0,0.4,0.0,1.8,6050000,Amherst-Pelham,2022
       410,0.5,92.4,0.0,0.0,0.0,7.1,90000,Andover,2022
        62,8.1,79.0,4.8,0.0,0.0,8.1,35090000,Argosy Collegiate Charter School (District),2022
       388,1.0,95.1,0.0,0.3,0.0,3.6,100000,Arlington,2022
       130,2.3,95.4,0.8,0.0,0.0,1.5,6100000,Ashburnham-Westminster,2022
       231,1.7,97.4,0.4,0.0,0.0,0.4,140000,Ashland,2022
       272,3.3,96.3,0.0,0.0,0.0,0.4,8010000,Assabet Valley Regional Vocational Technical,2022
        82,8.5,85.4,0.0,0.0,0.0,6.1,6150000,Athol-Royalston,2022
        77,5.2,90.9,0.0,0.0,2.6,1.3,4910000,Atlantis Charter (District),2022
       484,3.5,93.4,0.0,0.0,0.0,3.1,160000,Attleboro,2022
       174,1.1,96.0,0.6,0.0,0.0,2.3,170000,Auburn,2022
        42,4.8,83.3,0.0,0.0,0.0,11.9,180000,Avon,2022
        81,12.3,82.7,0.0,0.0,0.0,4.9,6160000,Ayer Shirley School District,2022
       349,5.4,85.4,0.0,0.3,0.0,8.9,200000,Barnstable,2022
        48,6.3,87.5,2.1,2.1,2.1,0.0,35020000,Baystate Academy Charter Public School (District),2022
       224,0.0,98.2,0.4,0.0,0.0,1.3,230000,Bedford,2022
       162,4.9,90.7,1.9,0.0,0.0,2.5,240000,Belchertown,2022
       146,6.2,87.0,1.4,0.7,0.0,4.8,250000,Bellingham,2022
       347,0.3,97.4,0.0,0.0,0.0,2.3,260000,Belmont,2022
        43,4.7,90.7,0.0,0.0,0.0,4.7,4140000,Berkshire Arts and Technology Charter Public (District),2022
       148,2.7,92.6,0.0,0.0,0.0,4.7,6180000,Berkshire Hills,2022
        75,1.3,98.7,0.0,0.0,0.0,0.0,6200000,Berlin-Boylston,2022
       360,1.9,90.3,0.3,0.6,0.0,6.9,300000,Beverly,2022
       302,2.6,95.4,0.0,0.0,0.0,2.0,310000,Billerica,2022
       296,0.0,100.0,0.0,0.0,0.0,0.0,8050000,Blackstone Valley Regional Vocational Technical,2022
       114,5.3,89.5,0.9,1.8,0.0,2.6,6220000,Blackstone-Millville,2022
       208,0.0,99.5,0.0,0.0,0.0,0.5,8060000,Blue Hills Regional Vocational Technical,2022
"     3,593",6.7,81.0,0.6,0.0,0.0,11.7,350000,Boston,2022
        80,1.3,91.3,0.0,0.0,0.0,7.5,4490000,Boston Collegiate Charter (District),2022
       112,30.4,5.4,1.8,0.0,0.0,62.5,4240000,Boston Day and Evening Academy Charter (District),2022
        72,4.2,86.1,0.0,0.0,0.0,9.7,4110000,Boston Green Academy Horace Mann Charter School (District),2022
        66,0.0,87.9,0.0,1.5,0.0,10.6,4160000,Boston Preparatory Charter Public (District),2022
       114,3.5,93.9,0.9,0.0,0.0,1.8,360000,Bourne,2022
       428,2.1,96.3,0.0,0.0,0.0,1.6,400000,Braintree,2022
       374,2.9,94.1,0.0,0.0,0.3,2.7,6250000,Bridgewater-Raynham,2022
       100,2.0,98.0,0.0,0.0,0.0,0.0,9100000,Bristol County Agricultural,2022
       322,2.8,96.3,0.6,0.0,0.0,0.3,8100000,Bristol-Plymouth Regional Vocational Technical,2022
"     1,141",9.1,79.2,0.1,1.6,0.0,10.0,440000,Brockton,2022
        69,1.4,92.8,1.4,0.0,0.0,4.3,4280000,Brooke Charter School (District),2022
       524,1.1,93.9,0.0,0.2,0.0,4.8,460000,Brookline,2022
       255,2.0,93.7,0.4,0.0,0.0,3.9,480000,Burlington,2022
       493,2.6,92.3,0.0,0.2,0.0,4.9,490000,Cambridge,2022
       260,0.4,96.9,0.4,0.0,0.0,2.3,500000,Canton,2022
       134,3.7,93.3,0.0,0.0,0.0,3.0,8150000,Cape Cod Regional Vocational Technical,2022
        73,1.4,91.8,0.0,1.4,0.0,5.5,520000,Carver,2022
       116,2.6,96.6,0.9,0.0,0.0,0.0,6350000,Central Berkshire,2022
       356,0.3,94.9,0.0,0.0,0.0,4.8,560000,Chelmsford,2022
       367,16.6,66.2,0.3,0.3,0.0,16.6,570000,Chelsea,2022
       516,8.3,85.9,0.6,0.6,0.0,4.7,610000,Chicopee,2022
        62,14.5,58.1,0.0,0.0,0.0,27.4,4370000,City on a Hill Charter Public School (District),2022
       114,5.3,93.9,0.0,0.9,0.0,0.0,640000,Clinton,2022
        30,3.3,93.3,0.0,0.0,0.0,3.3,4380000,Codman Academy Charter Public (District),2022
       100,0.0,100.0,0.0,0.0,0.0,0.0,650000,Cohasset,2022
        44,0.0,100.0,0.0,0.0,0.0,0.0,4360000,Community Charter School of Cambridge (District),2022
       337,0.0,98.5,0.0,0.0,0.0,1.5,6400000,Concord-Carlisle,2022
       208,3.4,91.8,1.4,0.0,0.0,3.4,710000,Danvers,2022
       277,3.2,94.9,0.0,0.0,0.0,1.8,720000,Dartmouth,2022
       173,3.5,92.5,0.0,0.0,0.0,4.0,730000,Dedham,2022
       180,5.0,85.0,0.0,0.6,0.0,9.4,6450000,Dennis-Yarmouth,2022
       186,3.8,94.1,0.0,0.0,0.0,2.2,6500000,Dighton-Rehoboth,2022
        89,3.4,92.1,1.1,1.1,0.0,2.2,770000,Douglas,2022
       165,0.6,96.4,0.0,0.0,0.0,3.0,6550000,Dover-Sherborn,2022
       237,1.7,95.8,0.4,0.0,0.0,2.1,790000,Dracut,2022
       255,2.4,93.7,0.0,0.0,0.0,3.9,6580000,Dudley-Charlton Reg,2022
       231,0.9,97.0,0.0,0.4,0.0,1.7,820000,Duxbury,2022
       162,2.5,96.3,0.0,0.0,0.0,1.2,830000,East Bridgewater,2022
       216,0.0,97.2,0.0,0.0,0.0,2.8,870000,East Longmeadow,2022
       115,6.1,88.7,0.0,0.0,0.0,5.2,860000,Easthampton,2022
       287,1.0,96.2,0.0,0.3,0.0,2.4,880000,Easton,2022
        84,0.0,100.0,0.0,0.0,0.0,0.0,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),2022
       376,0.5,98.7,0.5,0.0,0.0,0.3,8170000,Essex North Shore Agricultural and Technical School District,2022
       548,11.1,81.2,0.0,0.2,0.0,7.5,930000,Everett,2022
       158,0.0,98.7,0.6,0.0,0.0,0.6,4100000,Excel Academy Charter (District),2022
       161,5.6,90.7,0.0,0.0,0.0,3.7,940000,Fairhaven,2022
       647,14.2,78.8,1.4,0.6,0.0,4.9,950000,Fall River,2022
       214,8.4,87.9,0.9,0.0,0.0,2.8,960000,Falmouth,2022
       388,6.7,85.3,0.5,0.8,0.0,6.7,970000,Fitchburg,2022
        37,2.7,91.9,5.4,0.0,0.0,0.0,4130000,Four Rivers Charter Public (District),2022
       198,1.5,94.4,0.5,0.0,0.0,3.5,990000,Foxborough,2022
        83,0.0,97.6,0.0,0.0,0.0,2.4,4460000,Foxborough Regional Charter (District),2022
       614,7.7,84.7,0.2,0.3,0.2,7.0,1000000,Framingham,2022
        54,1.9,87.0,1.9,0.0,0.0,9.3,4780000,Francis W. Parker Charter Essential (District),2022
       441,0.9,97.3,0.0,0.0,0.0,1.8,1010000,Franklin,2022
       123,7.3,90.2,0.0,0.0,0.0,2.4,8180000,Franklin County Regional Vocational Technical,2022
       151,0.0,98.0,0.0,0.7,0.0,1.3,6650000,Freetown-Lakeville,2022
       102,4.9,88.2,0.0,0.0,0.0,6.9,6700000,Frontier,2022
       188,5.9,80.3,0.5,0.5,0.0,12.8,1030000,Gardner,2022
        44,4.5,95.5,0.0,0.0,0.0,0.0,6720000,Gateway,2022
        97,2.1,94.8,1.0,1.0,0.0,1.0,1050000,Georgetown,2022
        44,22.7,72.7,0.0,0.0,0.0,4.5,6740000,Gill-Montague,2022
        32,6.3,93.8,0.0,0.0,0.0,0.0,4960000,Global Learning Charter Public (District),2022
       225,7.1,85.8,0.4,0.4,0.0,6.2,1070000,Gloucester,2022
       239,0.8,95.4,0.8,0.0,0.0,2.9,1100000,Grafton,2022
        66,0.0,97.0,1.5,0.0,0.0,1.5,1110000,Granby,2022
       166,31.3,49.4,4.2,0.6,0.0,14.5,39010000,Greater Commonwealth Virtual District,2022
       353,1.7,97.5,0.0,0.0,0.0,0.8,8210000,Greater Fall River Regional Vocational Technical,2022
       385,1.6,98.2,0.0,0.0,0.0,0.3,8230000,Greater Lawrence Regional Vocational Technical,2022
       530,1.3,96.0,0.2,0.6,0.0,1.9,8280000,Greater Lowell Regional Vocational Technical,2022
       490,2.4,96.7,0.0,0.0,0.0,0.8,8250000,Greater New Bedford Regional Vocational Technical,2022
       118,10.2,86.4,0.8,0.0,0.0,2.5,1140000,Greenfield,2022
       195,0.5,95.9,0.5,0.0,0.0,3.1,6730000,Groton-Dunstable,2022
        38,2.6,97.4,0.0,0.0,0.0,0.0,1170000,Hadley,2022
       133,3.0,95.5,0.0,0.8,0.0,0.8,6750000,Hamilton-Wenham,2022
        54,0.0,98.1,0.0,0.0,0.0,1.9,4990000,Hampden Charter School of Science East (District),2022
        30,6.7,86.7,0.0,0.0,0.0,6.7,35160000,Hampden Charter School of Science West (District),2022
       291,2.1,95.5,0.7,0.0,0.0,1.7,6800000,Hampden-Wilbraham,2022
       139,2.9,94.2,0.7,0.0,0.0,2.2,6830000,Hampshire,2022
       184,0.5,96.7,0.0,0.0,0.0,2.7,1220000,Hanover,2022
        94,0.0,97.9,0.0,1.1,0.0,1.1,1250000,Harvard,2022
        42,2.4,95.2,0.0,2.4,0.0,0.0,1270000,Hatfield,2022
       449,9.6,82.2,0.7,0.0,0.0,7.6,1280000,Haverhill,2022
       319,0.3,96.6,0.3,0.0,0.0,2.8,1310000,Hingham,2022
        62,8.1,87.1,0.0,0.0,0.0,4.8,1330000,Holbrook,2022
       216,1.9,96.3,0.0,0.5,0.0,1.4,1360000,Holliston,2022
       399,13.8,74.9,0.0,0.5,0.0,10.8,1370000,Holyoke,2022
        72,8.3,84.7,1.4,4.2,0.0,1.4,6030000,Hoosac Valley Regional,2022
        84,1.2,95.2,0.0,2.4,0.0,1.2,1380000,Hopedale,2022
       297,0.7,98.0,0.0,0.0,0.0,1.3,1390000,Hopkinton,2022
       168,6.5,87.5,0.6,0.0,0.0,5.4,1410000,Hudson,2022
        70,4.3,88.6,2.9,0.0,0.0,4.3,1420000,Hull,2022
        87,4.6,88.5,1.1,0.0,0.0,5.7,4350000,Innovation Academy Charter (District),2022
       143,2.8,90.9,0.7,0.7,0.0,4.9,1440000,Ipswich,2022
       336,3.3,94.3,0.0,0.3,0.0,2.1,6900000,King Philip,2022
       119,3.4,95.0,0.0,0.0,0.0,1.7,4290000,KIPP Academy Lynn Charter (District),2022
       886,7.4,82.4,0.2,0.6,0.0,9.4,1490000,Lawrence,2022
        56,0.0,98.2,0.0,0.0,0.0,1.8,1500000,Lee,2022
       138,3.6,94.2,0.0,0.0,0.0,2.2,1510000,Leicester,2022
        67,0.0,97.0,0.0,0.0,0.0,3.0,1520000,Lenox,2022
       469,3.2,92.8,0.2,1.1,0.0,2.8,1530000,Leominster,2022
       587,1.0,96.1,0.0,0.0,0.0,2.9,1550000,Lexington,2022
       407,0.7,96.6,0.5,0.0,0.0,2.2,6950000,Lincoln-Sudbury,2022
       103,0.0,96.1,0.0,0.0,0.0,3.9,1580000,Littleton,2022
       242,0.8,97.5,0.4,0.0,0.0,1.2,1590000,Longmeadow,2022
       839,11.0,78.2,0.8,1.4,0.0,8.6,1600000,Lowell,2022
        20,20.0,25.0,0.0,0.0,0.0,55.0,4580000,Lowell Middlesex Academy Charter (District),2022
       234,9.0,88.0,0.9,0.9,0.0,1.3,1610000,Ludlow,2022
       119,0.8,95.8,0.0,0.0,0.0,3.4,1620000,Lunenburg,2022
"     1,424",12.1,83.1,0.1,0.2,0.0,4.5,1630000,Lynn,2022
       142,0.7,97.2,0.7,0.7,0.0,0.7,1640000,Lynnfield,2022
        40,0.0,100.0,0.0,0.0,0.0,0.0,4680000,Ma Academy for Math and Science,2022
       469,7.9,87.4,0.2,0.0,0.0,4.5,1650000,Malden,2022
       126,0.8,98.4,0.0,0.0,0.0,0.8,6980000,Manchester Essex Regional,2022
       278,1.8,95.3,0.4,0.0,0.0,2.5,1670000,Mansfield,2022
        65,4.6,24.6,0.0,1.5,0.0,69.2,35170000,Map Academy Charter School (District),2022
       249,0.8,97.6,0.0,0.0,0.0,1.6,1680000,Marblehead,2022
       282,9.2,85.1,0.0,0.4,0.0,5.3,1700000,Marlborough,2022
       320,1.3,97.5,0.0,0.0,0.0,1.3,1710000,Marshfield,2022
       159,8.8,84.3,0.0,1.9,0.0,5.0,7000000,Martha's Vineyard,2022
        19,10.5,68.4,5.3,0.0,0.0,15.8,4660000,Martha's Vineyard Charter (District),2022
       289,1.0,96.5,0.0,0.3,0.0,2.1,7050000,Masconomet,2022
       108,2.8,93.5,0.0,0.9,0.0,2.8,1720000,Mashpee,2022
        74,4.1,90.5,0.0,0.0,0.0,5.4,4690000,MATCH Charter Public School (District),2022
       100,6.0,90.0,1.0,0.0,0.0,3.0,1740000,Maynard,2022
       196,0.5,97.4,0.0,0.0,0.0,2.0,1750000,Medfield,2022
       313,4.8,91.4,0.0,0.0,0.0,3.8,1760000,Medford,2022
       179,1.1,96.6,0.0,0.0,0.0,2.2,1770000,Medway,2022
       245,2.0,97.1,0.0,0.0,0.0,0.8,1780000,Melrose,2022
       171,0.0,98.2,0.0,0.0,0.0,1.8,7100000,Mendon-Upton,2022
       535,4.1,91.0,0.2,0.2,0.0,4.5,1810000,Methuen,2022
       213,2.3,93.9,0.5,0.5,0.0,2.8,1820000,Middleborough,2022
       321,9.0,84.7,0.6,0.0,0.0,5.6,1850000,Milford,2022
       103,3.9,88.3,1.0,0.0,0.0,6.8,1860000,Millbury,2022
        78,3.8,93.6,0.0,0.0,0.0,2.6,1870000,Millis,2022
       283,1.8,94.0,0.4,0.0,0.0,3.9,1890000,Milton,2022
       123,5.7,93.5,0.0,0.0,0.0,0.8,8300000,Minuteman Regional Vocational Technical,2022
        42,9.5,88.1,2.4,0.0,0.0,0.0,7170000,Mohawk Trail,2022
       136,5.1,91.9,0.7,0.0,0.0,2.2,7120000,Monomoy Regional School District,2022
        71,4.2,94.4,0.0,0.0,0.0,1.4,1910000,Monson,2022
       335,2.4,95.8,0.0,0.0,0.0,1.8,8320000,Montachusett Regional Vocational Technical,2022
        71,0.0,97.2,0.0,0.0,0.0,2.8,7150000,Mount Greylock,2022
        61,0.0,100.0,0.0,0.0,0.0,0.0,4700000,Mystic Valley Regional Charter (District),2022
       136,4.4,92.6,0.0,0.7,0.0,2.2,1970000,Nantucket,2022
        74,5.4,90.5,0.0,0.0,0.0,4.1,7200000,Narragansett,2022
       252,1.6,95.6,0.4,0.0,0.0,2.4,7250000,Nashoba,2022
       174,2.3,96.6,0.6,0.0,0.0,0.6,8520000,Nashoba Valley Regional Vocational Technical,2022
       382,1.6,95.3,0.3,0.3,0.0,2.6,1980000,Natick,2022
       217,1.8,95.4,0.0,0.0,0.0,2.8,6600000,Nauset,2022
       446,0.4,98.0,0.0,0.7,0.0,0.9,1990000,Needham,2022
        61,8.2,75.4,3.3,0.0,0.0,13.1,4440000,Neighborhood House Charter (District),2022
       742,19.8,75.1,0.3,1.8,0.0,3.1,2010000,New Bedford,2022
       107,2.8,92.5,0.0,0.0,0.0,4.7,35130000,New Heights Charter School of Brockton (District),2022
       178,1.1,96.6,0.6,0.0,0.0,1.7,2040000,Newburyport,2022
"     1,044",0.5,96.2,0.1,0.0,0.0,3.3,2070000,Newton,2022
       144,1.4,98.6,0.0,0.0,0.0,0.0,9150000,Norfolk County Agricultural,2022
        83,7.2,89.2,0.0,1.2,0.0,2.4,2090000,North Adams,2022
       362,0.8,97.5,0.0,0.0,0.0,1.7,2110000,North Andover,2022
       278,1.8,93.5,0.0,0.4,0.0,4.3,2120000,North Attleborough,2022
        33,15.2,72.7,3.0,0.0,0.0,9.1,2150000,North Brookfield,2022
       222,2.3,92.3,0.5,0.0,0.0,5.0,7350000,North Middlesex,2022
       167,0.0,98.2,0.6,0.0,0.0,1.2,2170000,North Reading,2022
       224,1.3,96.4,0.4,0.0,0.0,1.8,2100000,Northampton,2022
       115,5.2,94.8,0.0,0.0,0.0,0.0,4060000,Northampton-Smith Vocational Agricultural,2022
       329,1.2,97.6,0.0,0.0,0.0,1.2,7300000,Northboro-Southboro,2022
       153,7.8,86.3,1.3,0.7,0.0,3.9,2140000,Northbridge,2022
       315,1.6,98.4,0.0,0.0,0.0,0.0,8530000,Northeast Metropolitan Regional Vocational Technical,2022
       107,5.6,94.4,0.0,0.0,0.0,0.0,8510000,Northern Berkshire Regional Vocational Technical,2022
       167,1.8,95.2,0.0,0.0,0.0,3.0,2180000,Norton,2022
       164,0.6,98.8,0.0,0.0,0.0,0.6,2190000,Norwell,2022
       268,0.4,95.5,0.0,0.4,0.0,3.7,2200000,Norwood,2022
       127,0.8,99.2,0.0,0.0,0.0,0.0,8550000,Old Colony Regional Vocational Technical,2022
       199,2.0,95.5,0.0,0.0,0.0,2.5,7400000,Old Rochester,2022
        96,7.3,86.5,0.0,0.0,0.0,6.3,2260000,Oxford,2022
        76,9.2,88.2,0.0,0.0,0.0,2.6,2270000,Palmer,2022
       147,10.2,84.4,0.0,0.0,0.0,5.4,8600000,Pathfinder Regional Vocational Technical,2022
        66,9.1,66.7,1.5,0.0,0.0,22.7,35010000,Paulo Freire Social Justice Charter School (District),2022
       383,6.8,84.3,0.0,0.3,0.0,8.6,2290000,Peabody,2022
       203,0.0,95.6,0.0,0.0,0.0,4.4,2310000,Pembroke,2022
       185,1.1,97.3,0.5,0.0,0.0,1.1,7450000,Pentucket,2022
