grad_(%) in Cohort,grad_# Dropped Out,grad_# Graduated,grad_# H.S. Equiv.,grad_# Non-Grad Completers,grad_# Permanently Excluded,grad_# Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs ((%)),age_33-40 yrs ((%)),age_41-48 yrs ((%)),age_49-56 yrs ((%)),age_57-64 yrs ((%)),age_<26 yrs ((%) ),age_Over 64 yrs ((%)),prog_Career Technical Education ((%)),prog_English Learners ((%)),prog_General Education ((%)),prog_Special Education ((%)),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Reading / Writing,sat_Tests Taken,District Name,sat_Reading_Merged
,,,,,,,07650000,2024,,,,491.0,496.0,496.0,48.0,49.0,,,,,,,6.0,12.3,29.9,34.3,12.6,4.8,0.0,0.0,1.3,78.5,20.2,0.5,0.8,0.5,50.3,11.7,49.5,6.4,0.0,0.2,80.1,520.0,,564.0,      39,Southern Berkshire,564.0
,,,,,,,07660000,2024,,,,492.0,495.0,496.0,45.0,44.0,,,,,,,11.1,27.0,24.1,16.7,14.1,4.0,3.0,0.0,2.2,84.7,13.1,0.2,1.4,1.1,49.0,6.8,51.0,2.9,0.0,0.0,87.5,545.0,,578.0,      42,Southwick-Tolland-Granville Regional School District,578.0
,,,,,,,07670000,2024,,,,485.0,484.0,489.0,46.0,45.0,,,,,,,17.3,23.2,23.3,21.7,10.8,3.2,0.5,1.6,0.9,81.6,15.9,0.4,1.7,3.2,46.0,20.2,53.8,3.7,0.1,0.2,70.8,560.0,,593.0,      22,Spencer-E Brookfield,593.0
,,,,,,,07700000,2024,,,,496.0,500.0,498.0,43.0,44.0,,,,,,,10.8,22.1,21.2,23.8,16.4,5.0,0.7,11.3,0.0,87.3,1.3,0.1,1.2,1.8,45.5,8.6,54.2,3.8,0.0,0.3,84.6,600.0,,581.0,     177,Tantasqua,581.0
,,,,,,,07730000,2024,,,,498.0,500.0,503.0,53.0,56.0,,,,,,,13.6,22.0,24.9,22.6,10.1,3.7,3.2,0.0,1.3,83.8,14.9,0.2,1.8,1.7,49.1,6.0,50.8,2.3,0.1,0.1,87.9,566.0,,601.0,     107,Triton,601.0
,,,,,,,07740000,2022,,,,497.0,498.0,501.0,53.0,56.0,"          $12,695,145.02","              $31,146.09","          $13,917,377.02","              $30,347.53",             407.6,             458.6,8.4,25.0,25.8,31.6,6.4,2.8,0.0,0.0,0.0,94.2,5.8,3.4,0.2,1.7,49.6,9.2,50.1,8.2,0.0,0.2,77.2,,,,,Up-Island Regional,
,,,,,,,07740000,2023,,,,498.0,500.0,502.0,50.0,54.0,"          $13,706,667.99","              $33,067.96","          $15,060,589.42","              $31,726.54",             414.5,             474.7,14.3,18.6,22.5,27.1,17.5,0.0,0.0,0.0,0.0,91.9,   8.1,3.6,0.5,1.7,48.8,13.3,51.2,6.6,0.0,0.0,74.3,,,,,Up-Island Regional,
,,,,,,,07740000,2024,,,,497.0,501.0,500.0,54.0,60.0,,,,,,,8.9,21.8,27.7,20.9,17.0,3.0,0.8,0.0,2.8,89.7,7.6,3.8,0.5,1.5,46.7,14.3,53.3,6.8,0.0,0.0,73.1,,,,,Up-Island Regional,
,,,,,,,07750000,2024,,,,500.0,502.0,503.0,48.0,52.0,,,,,,,11.9,25.0,27.0,23.4,8.6,3.5,0.6,0.0,1.0,97.7,1.3,0.1,3.0,3.6,50.2,8.0,49.8,2.8,0.1,0.0,82.4,578.0,,591.0,     379,Wachusett,591.0
,,,,,,,07780000,2024,,,,488.0,491.0,488.0,43.0,46.0,,,,,,,11.8,14.1,21.0,30.1,16.0,5.8,1.2,0.0,0.0,100.0,0.0,0.3,0.6,1.3,49.3,9.7,50.1,4.4,0.0,0.6,83.6,497.0,,553.0,      52,Quaboag Regional,553.0
,,,,,,,07800000,2024,,,,493.0,494.0,494.0,47.0,43.0,,,,,,,22.8,23.0,21.0,20.0,8.9,4.3,0.0,0.0,0.2,81.5,18.3,0.6,1.9,5.3,49.2,9.5,50.8,3.4,0.1,0.0,79.2,524.0,,539.0,     235,Whitman-Hanson,539.0
,,,,,,,35020000,2017,,,,491.5,489.3,,63.5,49.0,"           $5,617,293.00","              $14,537.04","           $5,617,293.00","              $14,537.04",             386.4,             386.4,43.4,21.4,8.3,5.5,2.8,18.6,0.0,0.0,3.9,89.5,6.6,0.0,0.8,27.6,49.5,65.3,50.5,0.5,0.0,,5.9,,,,,Baystate Academy Charter Public School (District),
,,,,,,,35020000,2018,,,,483.8,483.0,,33.3,32.3,"           $7,060,859.00","              $16,021.92","           $7,060,859.00","              $16,021.92",             440.7,             440.7,50.7,24.7,2.4,2.0,4.2,16.0,0.0,0.0,0.0,100.0,0.0,0.0,0.9,25.8,49.2,66.7,50.8,1.1,0.2,,5.2,453.0,,443.0,      30,Baystate Academy Charter Public School (District),443.0
,,,,,,,35020000,2024,,,,470.0,472.0,469.0,33.0,36.0,,,,,,,28.9,10.1,20.0,14.9,14.6,10.7,0.8,0.0,0.0,100.0,0.0,0.0,0.7,24.4,51.7,70.0,48.3,1.0,0.7,0.0,3.1,452.0,,480.0,      17,Baystate Academy Charter Public School (District),480.0
,,,,,,,35030000,2017,,,,494.2,489.7,,37.5,32.0,"           $7,387,291.37","              $11,535.83","           $7,387,291.37","              $11,535.83",             640.4,             640.4,18.8,15.7,9.4,25.1,9.4,18.5,3.1,0.0,0.3,96.7,3.0,0.2,20.3,19.8,51.1,37.2,48.9,4.6,0.0,,18.0,,,,,Collegiate Charter School of Lowell (District),
,,,,,,,35030000,2018,,,,494.2,490.4,,41.3,44.4,"           $8,444,218.46","              $11,171.67","           $8,444,218.46","              $11,171.67",             755.9,             755.9,13.5,24.8,22.4,18.4,10.5,6.5,4.0,0.0,2.5,97.5,0.0,0.1,22.9,18.8,50.3,37.2,49.7,5.4,0.0,,15.5,,,,,Collegiate Charter School of Lowell (District),
,,,,,,,35030000,2019,,,,500.1,496.3,498.9,57.1,58.8,"           $9,039,483.65","              $10,725.03","           $9,039,483.65","              $10,725.03",             842.8,             842.8,28.5,15.9,17.8,16.7,5.2,10.8,5.1,0.0,6.9,81.6,11.5,0.1,25.1,18.8,50.9,36.1,49.1,4.6,0.0,,15.4,,,,,Collegiate Charter School of Lowell (District),
,,,,,,,35030000,2022,,,,491.0,490.0,493.0,50.0,48.0,"          $12,215,121.93","              $11,168.11","          $12,215,121.93","              $11,168.11","           1,093.8","           1,093.8",32.5,13.8,12.1,12.1,1.9,22.4,5.2,0.0,3.5,96.5,0.0,1.6,27.0,20.6,51.1,26.1,48.8,3.7,0.0,0.1,20.9,536.0,,517.0,      15,Collegiate Charter School of Lowell (District),517.0
,,,,,,,35030000,2024,,,,486.0,486.0,487.0,53.0,46.0,,,,,,,23.1,12.8,16.0,12.0,9.7,25.9,0.6,0.0,0.0,100.0,0.0,2.3,24.4,21.9,52.9,23.9,47.0,3.0,0.1,0.1,24.5,,,,       7,Collegiate Charter School of Lowell (District),
,,,,,,,35050000,2017,,,,486.1,485.6,,32.0,22.0,"          $11,401,563.73","              $15,250.67","          $11,401,563.73","              $15,250.67",             747.6,             747.6,51.4,7.2,0.0,4.8,0.0,36.6,0.0,0.0,4.8,95.2,0.0,0.4,1.6,56.7,50.8,38.0,49.2,2.2,0.0,,1.1,,,,,UP Academy Charter School of Dorchester (District),
,,,,,,,35050000,2018,,,,488.1,484.4,,44.8,39.7,"          $10,611,003.79","              $14,461.92","          $10,611,003.79","              $14,461.92",             733.7,             733.7,53.0,9.9,0.0,2.5,0.0,34.6,0.0,0.0,1.8,98.2,0.0,0.4,2.0,54.0,48.4,40.3,51.6,2.0,0.0,,1.2,,,,,UP Academy Charter School of Dorchester (District),
,,,,,,,35050000,2019,,,,487.7,482.2,476.5,45.6,39.4,"          $11,084,046.01","              $15,335.41","          $11,084,046.01","              $15,335.41",             722.8,             722.8,55.3,7.9,0.0,5.3,0.0,31.6,0.0,0.0,9.1,89.1,1.8,0.4,0.8,54.8,49.6,40.5,50.4,1.7,0.7,,1.1,,,,,UP Academy Charter School of Dorchester (District),
,,,,,,,35050000,2022,,,,478.0,474.0,469.0,45.0,44.0,"           $9,299,068.26","              $14,755.18","           $9,299,068.26","              $14,755.18",             630.2,             630.2,45.5,11.9,5.7,8.5,0.0,28.4,0.0,0.0,11.1,77.9,11.1,0.2,0.6,53.1,51.0,42.3,49.0,2.5,0.6,0.0,0.8,,,,,UP Academy Charter School of Dorchester (District),
,,,,,,,35050000,2023,,,,479.0,475.0,471.0,50.0,50.0,"          $10,777,588.04","              $17,725.19","          $10,777,588.04","              $17,725.19",             608.0,             608.0,53.4,12.6,4.9,7.3,0.0,21.8,0.0,0.0,14.2,70.7,  15.1,0.2,1.0,51.4,49.9,43.6,50.1,2.9,0.3,0.0,0.7,,,,,UP Academy Charter School of Dorchester (District),
,,,,,,,35050000,2024,,,,481.0,481.0,482.0,59.0,61.0,,,,,,,54.4,17.7,10.1,0.0,5.1,12.7,0.0,0.0,13.5,70.3,16.2,0.2,1.6,51.7,51.6,42.9,48.4,2.2,0.2,0.0,1.2,,,,,UP Academy Charter School of Dorchester (District),
,,,,,,,35060000,2024,,,,500.0,509.0,503.0,58.0,75.0,,,,,,,37.0,21.8,15.2,6.5,0.0,19.5,0.0,0.0,4.1,86.3,9.6,0.4,17.5,29.5,47.7,26.0,52.3,3.7,0.0,0.0,23.0,611.0,,582.0,      38,Pioneer Charter School of Science II (District),582.0
,,,,,,,35090000,2017,,,,489.1,488.1,,42.0,35.0,"           $4,167,996.76","              $13,605.20","           $4,167,996.76","              $13,605.20",             306.4,             306.4,38.1,14.3,0.0,14.3,4.8,28.6,0.0,0.0,0.0,80.8,19.2,0.3,2.0,9.4,45.9,11.1,54.1,4.2,0.7,,72.3,,,,,Argosy Collegiate Charter School (District),
,,,,,,,35090000,2018,,,,486.5,489.0,,39.0,44.8,"           $5,742,052.87","              $14,458.87","           $5,742,052.87","              $14,458.87",             397.1,             397.1,24.0,16.1,4.6,9.2,4.6,41.5,0.0,0.0,0.0,100.0,0.0,0.5,2.0,10.6,47.0,18.8,53.0,5.5,0.5,,62.1,,,,,Argosy Collegiate Charter School (District),
,,,,,,,35090000,2019,,,,487.4,493.7,482.7,39.6,52.1,"           $6,780,429.59","              $14,776.36","           $6,780,429.59","              $14,776.36",             458.9,             458.9,41.0,7.2,9.6,4.8,4.8,32.6,0.0,0.0,0.0,100.0,0.0,0.2,1.7,10.7,46.8,18.7,53.2,5.6,0.0,,63.1,,,,,Argosy Collegiate Charter School (District),
,,,,,,,35090000,2024,,,,478.0,482.0,481.0,40.0,46.0,,,,,,,40.5,31.1,12.3,5.6,0.0,6.1,4.4,0.0,6.7,88.3,5.0,0.7,2.3,14.5,46.3,25.6,53.3,5.9,0.2,0.3,50.9,,,,       3,Argosy Collegiate Charter School (District),
,,,,,,,35100000,2018,,,,509.0,513.0,,,,"           $3,340,874.28","              $15,880.94","           $3,340,874.28","              $15,880.94",             210.4,             210.4,21.2,54.5,0.0,0.0,0.0,24.2,0.0,0.0,4.1,95.9,0.0,0.0,2.3,23.7,50.7,65.6,49.3,1.9,0.0,,6.5,,,,,Springfield Preparatory Charter School (District),
,,,,,,,35100000,2019,,,,512.2,510.8,,66.7,67.5,"           $4,290,594.06","              $15,907.59","           $4,290,594.06","              $15,907.59",             269.7,             269.7,27.8,50.0,0.0,0.0,0.0,22.2,0.0,0.0,3.4,96.6,0.0,0.0,2.2,21.4,48.7,63.8,51.3,2.2,0.0,,10.3,,,,,Springfield Preparatory Charter School (District),
,,,,,,,35100000,2022,,,,495.0,498.0,501.0,53.0,62.0,"           $7,340,146.29","              $16,947.92","           $7,340,146.29","              $16,947.92",             433.1,             433.1,82.3,17.7,0.0,0.0,0.0,0.0,0.0,0.0,5.8,94.2,0.0,0.0,3.0,18.9,47.3,72.5,52.7,2.1,0.0,0.0,3.5,,,,,Springfield Preparatory Charter School (District),
,,,,,,,35100000,2023,,,,497.0,499.0,502.0,55.0,58.0,"           $9,029,432.78","              $18,684.42","           $9,029,432.78","              $18,684.42",             483.3,             483.3,54.5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,4.4,95.6,   0.0,0.0,2.1,19.7,47.6,72.7,52.2,1.2,0.0,0.2,4.3,,,,,Springfield Preparatory Charter School (District),
,,,,,,,35100000,2024,,,,497.0,501.0,500.0,60.0,59.0,,,,,,,57.1,42.9,0.0,0.0,0.0,0.0,0.0,0.0,2.4,97.6,0.0,0.0,2.5,20.5,49.9,70.8,50.1,1.4,0.0,0.0,4.7,,,,,Springfield Preparatory Charter School (District),
,,,,,,,35110000,2017,,,,492.4,495.4,,47.5,66.0,"           $4,121,501.00","              $16,058.58","           $4,121,501.00","              $16,058.58",             256.7,             256.7,54.4,11.4,15.2,3.8,7.6,7.6,0.0,0.0,0.0,81.4,18.6,0.0,3.1,12.5,48.6,48.6,51.4,3.1,0.0,,32.7,,,,,Bentley Academy Charter School (District),
,,,,,,,35110000,2018,,,,495.8,491.1,,38.5,43.8,"           $4,149,178.42","              $14,507.59","           $4,149,178.42","              $14,507.59",             286.0,             286.0,55.9,9.4,9.9,4.9,5.2,14.6,0.0,0.0,3.3,88.5,8.2,0.0,3.7,14.5,49.3,48.6,50.7,2.0,0.0,,31.1,,,,,Bentley Academy Charter School (District),
,,,,,,,35110000,2019,,,,492.6,486.0,499.4,44.0,49.5,"           $4,590,068.65","              $13,716.46","           $4,590,068.65","              $13,716.46",             334.6,             334.6,58.4,14.8,5.4,0.2,5.4,15.8,0.0,0.0,0.0,83.7,16.3,0.0,2.4,11.8,53.4,57.5,46.6,2.9,0.0,,25.4,,,,,Bentley Academy Charter School (District),
,,,,,,,35130000,2017,,,,487.0,484.9,,33.0,34.0,"           $4,232,825.55","              $13,926.11","           $4,232,825.55","              $13,926.11",             303.9,             303.9,50.3,11.8,2.0,13.5,6.8,15.6,0.0,0.0,0.0,87.3,12.7,0.0,1.3,86.9,47.3,8.3,52.7,1.3,0.0,,2.2,,,,,New Heights Charter School of Brockton (District),
,,,,,,,35130000,2018,,,,489.2,484.7,,50.9,46.8,"           $5,953,744.11","              $14,259.10","           $5,953,744.11","              $14,259.10",             417.5,             417.5,54.0,7.9,3.2,9.5,3.2,22.2,0.0,0.0,0.0,100.0,0.0,0.2,1.2,88.4,50.2,8.1,49.8,0.5,0.0,,1.7,,,,,New Heights Charter School of Brockton (District),
,,,,,,,35130000,2019,,,,486.3,485.9,486.4,39.9,45.7,"           $7,708,658.30","              $14,202.18","           $7,708,658.30","              $14,202.18",             542.8,             542.8,24.3,31.6,3.7,7.2,7.5,23.9,1.9,0.0,0.0,98.2,1.8,0.2,0.9,89.5,50.4,7.0,49.6,0.4,0.0,,2.1,,,,,New Heights Charter School of Brockton (District),
,,,,,,,35130000,2024,,,,479.0,483.0,480.0,45.0,52.0,,,,,,,23.7,36.0,5.8,18.3,7.0,4.6,4.6,0.0,0.0,100.0,0.0,0.1,0.4,86.8,51.6,7.3,48.4,4.2,0.1,0.0,1.0,515.0,,517.0,      20,New Heights Charter School of Brockton (District),517.0
,,,,,,,35140000,2018,,,,480.2,485.6,,30.0,43.2,"           $1,730,115.06","              $19,759.19","           $1,730,115.06","              $19,759.19",              87.6,              87.6,34.2,39.5,0.0,0.0,0.0,26.3,0.0,0.0,8.3,84.7,6.9,0.0,0.0,12.2,45.6,84.4,54.4,1.1,0.0,,2.2,,,,,Libertas Academy Charter School (District),
,,,,,,,35140000,2019,,,,482.4,490.1,,40.1,52.4,"           $3,187,347.00","              $19,005.11","           $3,187,347.00","              $19,005.11",             167.7,             167.7,25.9,16.4,6.8,4.5,0.0,46.4,0.0,0.0,4.2,88.9,6.9,0.0,0.0,12.4,44.4,84.8,55.6,1.1,0.0,,1.7,,,,,Libertas Academy Charter School (District),
,,,,,,,35140000,2022,,,,486.0,485.0,482.0,62.0,59.0,"           $7,026,427.87","              $21,732.79","           $7,026,427.87","              $21,732.79",             323.3,             323.3,43.3,24.5,0.0,7.7,0.0,24.5,0.0,0.0,0.0,100.0,0.0,0.6,0.9,13.6,52.7,80.7,47.3,2.4,0.0,0.0,1.8,,,,,Libertas Academy Charter School (District),
,,,,,,,35140000,2023,,,,490.0,489.0,487.0,65.0,67.0,"           $7,793,951.65","              $18,642.70","           $7,793,951.65","              $18,642.70",             418.1,             418.1,33.9,36.1,0.0,4.1,0.0,25.8,0.0,0.0,0.4,99.6,   0.0,0.7,0.5,10.7,48.9,81.0,51.1,3.4,0.0,0.0,3.6,,,,,Libertas Academy Charter School (District),
,,,,,,,35140000,2024,,,,495.0,495.0,488.0,66.0,72.0,,,,,,,33.0,40.7,5.1,1.0,0.0,20.2,0.0,0.0,0.0,100.0,0.0,0.2,1.0,12.1,50.9,80.3,49.1,3.1,0.0,0.0,3.3,447.0,,442.0,      62,Libertas Academy Charter School (District),442.0
,,,,,,,35150000,2018,,,,503.1,495.0,,,,"           $2,493,586.44","              $15,598.56","           $2,493,586.44","              $15,598.56",             159.9,             159.9,55.3,10.5,2.5,0.0,10.5,21.1,0.0,0.0,7.0,93.0,0.0,0.0,0.6,6.9,46.3,10.6,53.8,0.0,0.0,,81.9,,,,,Old Sturbridge Academy Charter Public School (District),
,,,,,,,35150000,2019,,,,504.4,494.6,,61.1,52.2,"           $2,871,245.84","              $14,399.43","           $2,871,245.84","              $14,399.43",             199.4,             199.4,49.6,9.5,3.1,9.5,9.5,18.9,0.0,0.0,7.4,85.3,7.4,0.0,1.5,5.5,48.0,11.5,52.0,0.5,0.0,,81.0,,,,,Old Sturbridge Academy Charter Public School (District),
,,,,,,,35150000,2022,,,,493.0,492.0,502.0,52.0,56.0,"           $4,952,966.44","              $15,346.14","           $4,952,966.44","              $15,346.14",             322.8,             322.8,47.4,0.0,26.3,0.0,5.3,21.1,0.0,0.0,4.5,86.4,9.1,0.0,0.3,4.1,45.6,17.8,54.4,1.3,0.3,0.0,76.3,,,,,Old Sturbridge Academy Charter Public School (District),
,,,,,,,35150000,2023,,,,494.0,492.0,491.0,51.0,49.0,"           $6,337,184.95","              $17,737.31","           $6,337,184.95","              $17,737.31",             357.3,             357.3,52.2,8.7,13.0,0.0,4.3,17.4,4.3,0.0,0.0,82.1,  17.9,0.3,0.3,3.9,44.8,20.7,55.2,2.2,0.3,0.0,72.3,,,,,Old Sturbridge Academy Charter Public School (District),
,,,,,,,35150000,2024,,,,487.0,486.0,492.0,48.0,42.0,,,,,,,29.5,18.2,20.3,7.4,0.0,24.6,0.0,0.0,3.8,77.2,19.0,0.3,0.3,4.0,42.5,27.3,57.5,2.6,0.3,0.0,65.2,,,,,Old Sturbridge Academy Charter Public School (District),
,,,,,,,35160000,2019,,,,502.7,499.0,490.2,59.8,54.7,"           $3,746,216.00","              $17,665.83","           $3,746,216.00","              $17,665.83",             212.1,             212.1,36.2,12.8,19.9,16.0,0.0,15.2,0.0,0.0,5.0,90.9,4.1,0.5,1.4,12.4,48.8,28.2,51.2,2.4,0.0,,55.0,,,,,Hampden Charter School of Science West (District),
,,,,,,,35160000,2024,,,,500.0,496.0,501.0,53.0,58.0,,,,,,,19.1,46.9,16.1,12.0,2.9,2.9,0.0,0.0,0.0,94.4,5.6,0.5,2.8,12.7,42.9,34.5,57.1,1.8,0.0,0.0,47.7,,,,,Hampden Charter School of Science West (District),
,,,,,,,35190000,2024,,,,475.0,467.0,,,,,,,,,,28.6,14.3,28.6,0.0,0.0,28.6,0.0,0.0,11.9,83.0,5.1,0.7,0.0,24.3,53.7,47.8,45.6,4.4,0.0,0.7,22.8,,,,,Worcester Cultural Academy Charter Public School (District),
,,,,,,,39010000,2024,,,,482.0,479.0,491.0,41.0,37.0,,,,,,,0.0,3.8,55.4,40.9,0.0,0.0,0.0,0.0,1.3,74.9,23.8,0.1,5.9,7.6,53.8,26.3,45.0,8.0,0.3,1.2,51.9,509.0,,521.0,      12,Greater Commonwealth Virtual District,521.0
,,,,,,,39020000,2024,,,,489.0,480.0,489.0,44.0,33.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,20.9,0.4,3.2,10.8,56.8,25.5,42.8,7.4,0.2,0.4,52.5,568.0,,606.0,      54,TEC Connections Academy Commonwealth Virtual School District,606.0
,,,,,,,00020000,2014,,,,,,,,,"          $29,598,949.00","              $12,064.95","          $31,443,134.00","              $12,573.73","           2,453.3","           2,500.7",8.8,25.3,17.7,24.3,20.2,3.3,0.3,0.0,2.1,82.0,15.8,0.2,30.9,1.6,47.7,3.1,52.3,4.4,0.1,,59.6,,,,,Acton,
,,,,,,,00370000,2014,,,,,,,,,"           $7,000,510.00","              $16,189.89","           $7,444,371.00","              $16,721.41",             432.4,             445.2,10.1,18.1,14.5,28.7,21.4,3.6,3.6,0.0,1.3,85.3,13.4,0.5,29.4,2.1,45.6,3.7,54.4,3.7,0.0,,60.5,,,,,Boxborough,
,,,,,,,35070000,2017,,,,,,,,,"           $3,253,162.17","              $18,443.14","           $3,253,162.17","              $18,443.14",             176.4,             176.4,11.7,12.6,6.8,0.0,0.0,68.9,0.0,0.0,4.0,81.0,15.0,0.0,0.6,10.7,53.1,49.2,46.9,5.1,0.0,,34.5,,,,,City on a Hill Charter Public School New Bedford (District),
,,,,,,,35100000,2017,,,,,,,,,"           $2,301,936.72","              $14,004.32","           $2,301,936.72","              $14,004.32",             164.4,             164.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.7,92.3,0.0,0.0,1.8,24.5,49.1,64.4,50.9,3.1,0.0,,6.1,,,,,Springfield Preparatory Charter School (District),
,,,,,,,02420000,2020,,,,,,,,,"           $6,028,468.23","              $45,463.56","           $6,960,403.66","              $40,538.17",             132.6,             171.7,0.0,6.5,13.0,55.8,19.5,0.0,5.2,0.0,5.2,89.7,5.2,0.0,0.0,26.0,57.3,16.0,42.7,8.4,0.0,0.0,49.6,,,,,Provincetown,
,,,,,,,01090000,2022,,,,,,,,,,                    $.00,,                    $.00,                .0,               1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Gosnold,
,,,,,,,01090000,2023,,,,,,,,,,                    $.00,,                    $.00,                .0,                .0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Gosnold,
,,,,,,,04090000,2013,,,,,,,,,,,,,,,45.7,9.0,0.0,0.0,0.0,45.3,0.0,0.0,0.0,68.3,31.7,0.0,1.3,18.8,56.3,44.4,43.8,7.5,0.0,,28.1,,,,,Alma del Mar Charter School (District),
,,,,,,,04910000,2013,,,,,,,,,,,,,,,32.8,26.5,19.2,9.6,4.8,4.8,2.4,0.0,0.0,88.4,11.6,0.4,2.5,3.8,54.4,6.3,45.6,2.6,0.0,,84.3,,,,,Atlantis Charter (District),
,,,,,,,04270000,2013,,,,,,,,,,,,,,,5.3,21.1,47.3,10.5,15.8,0.0,0.0,0.0,4.2,87.3,8.5,0.7,3.1,10.5,53.1,7.0,46.9,3.1,0.3,,75.2,,,,,Barnstable Community Horace Mann Charter Public (District),
,,,,,,,04200000,2013,,,,,,,,,,,,,,,54.6,18.2,4.6,9.1,13.6,0.0,0.0,0.0,4.4,95.6,0.0,0.6,1.4,79.9,55.9,15.5,44.1,2.3,0.0,,0.3,,,,,Benjamin Banneker Charter Public (District),
,,,,,,,04470000,2013,,,,,,,,,,,,,,,14.8,22.2,29.6,18.5,7.4,0.0,7.4,0.0,0.0,100.0,0.0,0.2,16.7,0.9,52.0,2.2,48.0,3.1,0.0,,76.9,,,,,Benjamin Franklin Classical Charter Public (District),
,,,,,,,04810000,2013,,,,,,,,,,,,,,,37.0,27.7,15.3,6.1,2.3,11.6,0.0,0.0,8.5,77.4,14.1,0.0,1.5,65.9,52.4,27.9,47.6,2.6,0.0,,2.1,,,,,Boston Renaissance Charter Public (District),
,,,,,,,04170000,2013,,,,,,,,,,,,,,,14.7,14.7,29.4,0.0,0.0,41.2,0.0,0.0,1.7,95.0,3.3,0.0,1.9,63.6,55.1,28.0,44.9,6.5,0.0,,0.0,,,,,Bridge Boston Charter School (District),
,,,,,,,04320000,2013,,,,,,,,,,,,,,,22.9,30.9,15.2,7.9,21.4,0.0,1.7,0.0,0.0,83.4,16.6,0.0,0.4,0.9,49.1,1.3,50.9,1.8,0.0,,95.6,,,,,Cape Cod Lighthouse Charter (District),
,,,,,,,04180000,2013,,,,,,,,,,,,,,,40.2,11.2,15.5,6.1,0.0,27.1,0.0,0.0,0.0,76.7,23.3,0.3,6.8,7.4,45.0,11.3,55.0,2.9,0.0,,71.2,,,,,Christa McAuliffe Regional Charter Public (District),
,,,,,,,04260000,2013,,,,,,,,,,,,,,,34.3,8.5,17.1,0.0,0.0,40.1,0.0,0.0,0.0,100.0,0.0,0.0,0.8,0.8,43.3,95.0,56.7,0.0,0.0,,3.3,,,,,Community Day Charter Public School - Gateway (District),
,,,,,,,04400000,2013,,,,,,,,,,,,,,,41.8,23.9,11.9,16.4,0.0,6.0,0.0,0.0,0.0,100.0,0.0,0.0,1.2,1.5,51.1,90.6,48.9,0.0,0.0,,6.6,,,,,Community Day Charter Public School - Prospect (District),
,,,,,,,04310000,2013,,,,,,,,,,,,,,,20.7,10.4,0.0,0.0,0.0,68.9,0.0,0.0,0.0,100.0,0.0,0.0,0.8,2.5,52.5,89.2,47.5,0.0,0.0,,7.5,,,,,Community Day Charter Public School - R. Kingman Webster (District),
,,,,,,,04390000,2013,,,,,,,,,,,,,,,62.5,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,9.4,40.0,47.2,22.8,52.8,2.8,0.0,,25.0,,,,,Conservatory Lab Charter (District),
,,,,,,,04750000,2013,,,,,,,,,,,,,,,38.5,15.4,23.1,0.0,0.0,23.1,0.0,0.0,0.0,100.0,0.0,0.0,0.7,71.6,46.1,19.9,53.9,1.4,2.8,,3.5,,,,,Dorchester Collegiate Academy Charter (District),
,,,,,,,04070000,2013,,,,,,,,,,,,,,,37.5,37.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.8,0.0,61.8,58.0,35.9,42.0,0.8,0.0,,0.8,,,,,Dudley Street Neighborhood Charter School (District),
,,,,,,,04280000,2013,,,,,,,,,,,,,,,39.5,28.9,2.6,0.0,0.0,28.9,0.0,0.0,0.0,100.0,0.0,0.0,1.0,69.1,54.0,25.4,46.0,3.3,0.0,,1.2,,,,,Edward Brooke Charter (District),
,,,,,,,04430000,2013,,,,,,,,,,,,,,,62.1,0.0,0.0,0.0,0.0,37.9,0.0,0.0,2.1,89.7,8.2,0.0,1.9,66.3,47.6,27.3,52.4,1.5,0.4,,2.6,,,,,Edward W. Brooke Charter School 2 (District),
,,,,,,,04570000,2013,,,,,,,,,,,,,,,43.5,8.7,0.0,0.0,0.0,47.8,0.0,0.0,0.0,100.0,0.0,0.0,3.4,35.2,49.7,49.7,50.3,1.7,0.0,,10.1,,,,,Edward W. Brooke Charter School 3 (District),
